sitename,county,aqi,pollutant,status,so2,co,o3,o3_8hr,pm10,pm2.5,no2,nox,no,windspeed,winddirec,datacreationdate,unit,co_8hr,pm2.5_avg,pm10_avg,so2_avg,longitude,latitude,siteid
屏東(枋山),屏東縣,118,臭氧八小時,對敏感族群不健康,0.3,0.16,74,76,41,12,2,2,0,5.1,78,"2025-04-04 22:00",,0.1,14.7,47,0,120.651472,22.260899,313
臺南（南化）,臺南市,80,臭氧八小時,普通,0.2,0.21,44,64,40,21,3,3.5,0.2,2.6,328,"2025-04-04 22:00",,0.2,21,41,0,120.44583156,23.04562013,312
新北（樹林）,新北市,69,細懸浮微粒,普通,0.3,0.34,37,40,37,20,13,15.7,1.8,0,177,"2025-04-04 22:00",,0.3,19,43,0,121.38352778,24.94902778,311
台中市（和平區消防隊）,臺中市,84,臭氧八小時,普通,0.2,0.34,37,65,34,21,5,6.2,0.5,0.2,10,"2025-04-04 22:00",,0.4,23.8,41,0,120.883858,24.174592,310
屏東（琉球）,屏東縣,74,臭氧八小時,普通,0.8,0.21,66,62,42,20,3,4.6,0.7,1.8,70,"2025-04-04 22:00",,0.2,18.1,36,1,120.37722,22.35222,204
臺南（麻豆）,臺南市,87,臭氧八小時,普通,1.2,0.25,56,66,62,23,8,8.8,0.7,0.8,351,"2025-04-04 22:00",,0.2,21.5,57,1,120.24583056,23.17904722,203
高雄（湖內）,高雄市,78,懸浮微粒,普通,1.7,0.31,48,59,56,16,7,9.2,1.3,0.4,31,"2025-04-04 22:00",,0.2,16.9,55,1,120.24535,22.87985556,202
宜蘭（頭城）,宜蘭縣,129,臭氧八小時,對敏感族群不健康,0.6,0.22,76,79,50,14,2,2.4,0.3,2,209,"2025-04-04 22:00",,0.2,17.1,57,0,121.82463916,24.85366672,201
員林,彰化縣,101,細懸浮微粒,對敏感族群不健康,1.2,0.4,43,66,68,36,9,11,1.1,1.9,179,"2025-04-04 22:00",,0.3,30.6,66,1,120.5631893,23.9615945,139
大城,彰化縣,136,臭氧八小時,對敏感族群不健康,1,0.21,62,81,49,20,1,1.5,0.1,0.2,202,"2025-04-04 22:00",,0.2,22.7,48,1,120.26964167,23.85493056,85
富貴角,新北市,136,臭氧八小時,對敏感族群不健康,0.5,0.2,84,81,39,19,1,1.5,0,6.2,97,"2025-04-04 22:00",,0.2,22.6,44,0,121.53656894,25.29681695,84
麥寮,雲林縣,100,臭氧八小時,普通,1.2,0.34,49,70,79,33,8,9.5,0.8,1.2,206,"2025-04-04 22:00",,0.2,28,64,1,120.251825,23.753506,83
關山,臺東縣,97,臭氧八小時,普通,0.3,0.2,61,69,21,16,2,3.2,0.6,1.3,354,"2025-04-04 22:00",,0.2,15.5,34,0,121.161933,23.045083,80
馬公,澎湖縣,126,臭氧八小時,對敏感族群不健康,1.1,0.27,78,78,51,29,4,5,0.3,1.7,354,"2025-04-04 22:00",,0.2,24.3,50,1,119.566158,23.569031,78
金門,金門縣,126,臭氧八小時,對敏感族群不健康,2.5,0.38,69,78,72,42,8,8.4,0.3,1.3,32,"2025-04-04 22:00",,0.3,33.9,62,2,118.312256,24.432133,77
馬祖,連江縣,118,臭氧八小時,對敏感族群不健康,1,0.22,74,76,41,23,4,5.1,0.4,3.2,343,"2025-04-04 22:00",,0.2,21.6,45,1,119.952724,26.153736,75
埔里,南投縣,99,細懸浮微粒,普通,1.5,0.38,35,59,56,31,9,10.3,1,0.3,326,"2025-04-04 22:00",,0.3,30.2,54,1,120.967903,23.968842,72
復興,高雄市,73,細懸浮微粒,普通,0.8,0.37,56,60,55,22,11,11.8,0.6,1,72,"2025-04-04 22:00",,0.2,20.4,48,1,120.312017,22.608711,71
永和,新北市,115,臭氧八小時,對敏感族群不健康,0.7,0.3,73,75,37,20,6,7,0.8,2.2,94,"2025-04-04 22:00",,0.2,21.5,43,0,121.516306,25.017,70
竹山,南投縣,85,細懸浮微粒,普通,1.5,0.26,37,62,48,21,8,9.6,0.8,0.9,170,"2025-04-04 22:00",,0.2,24.9,51,1,120.677306,23.756389,69
中壢,桃園市,80,細懸浮微粒,普通,1.2,0.96,42,44,41,23,31,39.3,8.1,0.4,241,"2025-04-04 22:00",,0.8,23.1,50,1,121.221667,24.953278,68
三重,新北市,81,細懸浮微粒,普通,0.8,0.72,40,45,44,22,37,51.6,14.2,-,-,"2025-04-04 22:00",,0.7,23.4,49,0,121.493806,25.072611,67
冬山,宜蘭縣,122,臭氧八小時,對敏感族群不健康,0.8,0.22,78,77,32,13,1,2.1,0.4,3.5,152,"2025-04-04 22:00",,0.2,17.4,44,1,121.792928,24.632203,66
宜蘭,宜蘭縣,118,臭氧八小時,對敏感族群不健康,1.1,0.33,72,76,32,19,5,6.2,0.7,1.5,136,"2025-04-04 22:00",,0.2,19.7,45,1,121.746394,24.747917,65
陽明,臺北市,115,臭氧八小時,對敏感族群不健康,1,0.23,77,75,25,13,1,2.2,0.4,,,"2025-04-04 22:00",,0.2,15.3,35,1,121.529583,25.182722,64
花蓮,花蓮縣,104,臭氧八小時,對敏感族群不健康,0.7,0.27,67,72,32,6,3,4.2,0.3,1.9,246,"2025-04-04 22:00",,0.3,14.7,47,0,121.599769,23.971306,63
臺東,臺東縣,100,臭氧八小時,普通,0.8,0.24,65,70,38,13,4,5,0.3,2.1,315,"2025-04-04 22:00",,0.2,15.1,45,0,121.15045,22.755358,62
恆春,屏東縣,115,臭氧八小時,對敏感族群不健康,1.1,0.21,76,75,39,14,0,1,0.5,7.1,44,"2025-04-04 22:00",,0.2,13.3,39,1,120.788928,21.958069,61
潮州,屏東縣,74,細懸浮微粒,普通,0.7,0.24,41,57,45,21,7,8.1,0.6,0.3,333,"2025-04-04 22:00",,0.2,21,52,1,120.561175,22.523108,60
屏東,屏東縣,80,臭氧八小時,普通,0.9,0.33,49,64,54,22,10,11,0.4,1.2,346,"2025-04-04 22:00",,0.3,21.1,54,1,120.488033,22.673081,59
小港,高雄市,67,細懸浮微粒,普通,1,0.32,49,56,46,18,11,12.4,0.5,0.8,47,"2025-04-04 22:00",,0.2,18.5,43,2,120.337736,22.565833,58
前鎮,高雄市,74,懸浮微粒,普通,0.7,0.42,55,59,62,18,12,13.7,0.9,1.9,17,"2025-04-04 22:00",,0.2,18.4,52,1,120.30833356,22.6044507,57
前金,高雄市,77,臭氧八小時,普通,0.9,0.32,57,63,65,23,8,9.9,0.9,1.8,340,"2025-04-04 22:00",,0.2,19.2,54,1,120.28676111,22.63390278,56
左營,高雄市,80,臭氧八小時,普通,1.3,0.36,55,64,59,24,10,11.2,0.9,1.7,351,"2025-04-04 22:00",,0.2,20,49,1,120.292917,22.674861,54
楠梓,高雄市,80,臭氧八小時,普通,0.8,0.29,53,64,53,22,9,10.5,0.7,1.5,52,"2025-04-04 22:00",,0.2,20.5,52,1,120.328289,22.733667,53
林園,高雄市,68,細懸浮微粒,普通,0.3,0.26,51,57,68,19,4,5.3,0.3,1.1,72,"2025-04-04 22:00",,0.2,18.7,46,0,120.41175,22.4795,52
大寮,高雄市,69,細懸浮微粒,普通,0.7,0.31,43,53,41,18,8,8.9,0.2,0.3,45,"2025-04-04 22:00",,0.2,18.9,46,2,120.425311,22.56413611,51
鳳山,高雄市,81,細懸浮微粒,普通,1.4,0.45,54,57,59,26,11,12.7,0.8,1,284,"2025-04-04 22:00",,0.4,23.5,49,1,120.357422,22.628126,50
仁武,高雄市,87,臭氧八小時,普通,0.4,0.32,56,66,55,21,11,12.1,0.7,2.2,355,"2025-04-04 22:00",,0.2,19,50,0,120.332631,22.689056,49
橋頭,高雄市,84,臭氧八小時,普通,1,0.35,50,65,63,26,12,12.8,0.8,2.3,16,"2025-04-04 22:00",,0.2,23.6,55,1,120.305689,22.757506,48
美濃,高雄市,93,臭氧八小時,普通,0.8,0.25,55,68,27,17,4,5.1,0.7,1.6,21,"2025-04-04 22:00",,0.2,18.9,35,1,120.530542,22.883583,47
臺南,臺南市,97,臭氧八小時,普通,0.7,0.26,62,69,53,21,8,8.4,0.3,1.5,360,"2025-04-04 22:00",,0.2,20.2,53,1,120.21947897,22.98928311,46
安南,臺南市,100,臭氧八小時,普通,0.5,0.28,61,70,58,21,3,4.6,0.7,1.7,314,"2025-04-04 22:00",,0.2,22.9,54,0,120.2175,23.048197,45
善化,臺南市,87,臭氧八小時,普通,1.3,0.24,55,66,59,21,6,7,0.4,1.7,344,"2025-04-04 22:00",,0.2,21.3,52,1,120.29740529,23.11337642,44
新營,臺南市,87,臭氧八小時,普通,0.9,0.32,59,66,62,23,8,9.1,0.8,0.7,334,"2025-04-04 22:00",,0.2,21.5,56,0,120.31725,23.305633,43
嘉義,嘉義市,79,細懸浮微粒,普通,2.2,0.39,43,61,63,24,12,12.6,0.4,1.2,245,"2025-04-04 22:00",,0.3,22.6,55,1,120.44125148,23.46477865,42
臺西,雲林縣,101,臭氧八小時,對敏感族群不健康,1.3,0.29,66,71,91,43,4,4.5,0.3,0.4,204,"2025-04-04 22:00",,0.2,30.1,70,1,120.19933333,23.702175,41
朴子,嘉義縣,97,臭氧八小時,普通,1.1,0.25,60,69,57,28,5,6,0.2,0.5,306,"2025-04-04 22:00",,0.1,24.5,55,0,120.2478,23.46538,40
新港,嘉義縣,87,臭氧八小時,普通,2.7,0.28,51,66,66,29,6,6.2,0,1.1,264,"2025-04-04 22:00",,0.2,24.7,59,2,120.345531,23.554839,39
崙背,雲林縣,97,臭氧八小時,普通,0.8,0.25,53,69,48,27,3,4.1,0.4,0.2,258,"2025-04-04 22:00",,0.2,28.7,71,1,120.348742,23.757547,38
斗六,雲林縣,90,臭氧八小時,普通,1.3,0.4,43,67,60,31,11,11,0,0.8,212,"2025-04-04 22:00",,0.2,26.4,56,1,120.544994,23.711853,37
南投,南投縣,87,細懸浮微粒,普通,1.2,0.33,31,59,56,27,11,11.5,0.2,0.9,173,"2025-04-04 22:00",,0.2,25.5,54,1,120.685306,23.913,36
二林,彰化縣,108,臭氧八小時,對敏感族群不健康,2.2,0.3,55,73,84,34,4,5.1,0.3,1.6,269,"2025-04-04 22:00",,0.2,30.3,70,3,120.409653,23.925175,35
線西,彰化縣,136,臭氧八小時,對敏感族群不健康,1.6,0.29,67,81,73,29,4,5.5,0.5,0.3,245,"2025-04-04 22:00",,0.3,25,60,2,120.469061,24.131672,34
彰化,彰化縣,91,細懸浮微粒,普通,2,0.43,36,58,70,34,12,13.5,1.2,0.6,201,"2025-04-04 22:00",,0.3,27.2,59,1,120.541519,24.066,33
西屯,臺中市,93,細懸浮微粒,普通,2.5,0.42,47,61,65,32,13,14.2,1,2.2,211,"2025-04-04 22:00",,0.3,27.7,68,2,120.616917,24.162197,32
忠明,臺中市,94,細懸浮微粒,普通,2.5,0.55,32,54,71,33,22,24.1,1.3,1.3,191,"2025-04-04 22:00",,0.3,28.1,65,2,120.641092,24.151958,31
大里,臺中市,92,細懸浮微粒,普通,0.8,0.49,23,53,51,26,20,22.1,1.1,0.6,117,"2025-04-04 22:00",,0.3,27.5,59,1,120.67844444,24.09961111,30
沙鹿,臺中市,97,細懸浮微粒,普通,1.1,0.5,59,61,72,30,13,14,0.6,1,179,"2025-04-04 22:00",,0.4,29.4,68,2,120.568794,24.225628,29
豐原,臺中市,95,細懸浮微粒,普通,2.3,0.33,49,64,49,23,7,7.1,0.1,1.4,162,"2025-04-04 22:00",,0.3,28.4,53,2,120.74252414,24.25699731,28
三義,苗栗縣,87,細懸浮微粒,普通,0.6,0.28,52,64,47,19,3,4.9,1,1.8,201,"2025-04-04 22:00",,0.3,25.5,50,1,120.75956754,24.38248443,27
苗栗,苗栗縣,104,細懸浮微粒,對敏感族群不健康,1.9,0.47,40,64,60,34,13,15.4,1.6,1.3,158,"2025-04-04 22:00",,0.3,31.7,54,2,120.82011468,24.56499183,26
頭份,苗栗縣,97,臭氧八小時,普通,1.1,0.42,44,69,47,30,8,10.2,1.2,1.2,114,"2025-04-04 22:00",,0.3,28.3,54,1,120.89869286,24.69690679,25
新竹,新竹市,89,細懸浮微粒,普通,0.8,0.47,47,66,50,30,15,16.3,0.8,1,154,"2025-04-04 22:00",,0.4,26.4,50,1,120.97236752,24.8056356,24
竹東,新竹縣,91,細懸浮微粒,普通,1.5,0.38,44,67,50,30,8,9.6,0.7,2.1,109,"2025-04-04 22:00",,0.3,27,51,1,121.08895493,24.74091408,23
湖口,新竹縣,104,臭氧八小時,對敏感族群不健康,1.6,0.38,53,72,47,25,11,12.2,0.7,2.3,104,"2025-04-04 22:00",,0.3,26.5,53,1,121.03886894,24.90009696,22
龍潭,桃園市,77,臭氧八小時,普通,1.3,0.38,56,63,46,19,12,12.9,0.4,1.3,135,"2025-04-04 22:00",,0.3,20.8,50,1,121.21645772,24.86400048,21
平鎮,桃園市,90,臭氧八小時,普通,0.5,0.37,62,67,44,17,10,12,1.3,1.2,119,"2025-04-04 22:00",,0.3,21.3,45,0,121.203986,24.952786,20
觀音,桃園市,97,臭氧八小時,普通,0.4,0.28,65,69,39,21,6,6.8,0.3,3.2,118,"2025-04-04 22:00",,0.2,24.5,49,1,121.08283092,25.03556747,19
大園,桃園市,97,臭氧八小時,普通,4.2,0.3,66,69,36,19,10,9.9,0,4.6,114,"2025-04-04 22:00",,0.2,19.1,46,2,121.20251473,25.06100357,18
桃園,桃園市,101,臭氧八小時,對敏感族群不健康,1.1,0.36,68,71,32,17,9,9.9,0.6,1.8,77,"2025-04-04 22:00",,0.3,19,43,1,121.30500531,24.9947107,17
大同,臺北市,78,細懸浮微粒,普通,2.4,0.53,48,47,44,21,28,33.8,5.5,-,-,"2025-04-04 22:00",,0.6,22.2,46,2,121.51342074,25.06331455,16
松山,臺北市,108,臭氧八小時,對敏感族群不健康,1.6,0.24,75,73,37,17,6,6.8,0.2,2.1,24,"2025-04-04 22:00",,0.2,21.1,45,1,121.578611,25.05,15
古亭,臺北市,122,臭氧八小時,對敏感族群不健康,1.5,0.24,75,77,36,16,3,5.1,1.2,2.4,71,"2025-04-04 22:00",,0.2,20.6,45,1,121.529556,25.020608,14
萬華,臺北市,97,臭氧八小時,普通,0.8,0.31,66,69,40,19,13,13.4,0.2,2.3,86,"2025-04-04 22:00",,0.3,19.5,44,0,121.507972,25.046503,13
中山,臺北市,80,臭氧八小時,普通,0.9,0.34,68,64,41,21,11,12.8,1.1,2.8,64,"2025-04-04 22:00",,0.3,21.9,48,0,121.526528,25.062361,12
士林,臺北市,122,臭氧八小時,對敏感族群不健康,0.7,0.27,77,77,36,14,5,6.1,0.3,2,129,"2025-04-04 22:00",,0.2,17,44,0,121.51666356,25.10334003,11
淡水,新北市,115,臭氧八小時,對敏感族群不健康,1.1,0.24,77,75,35,21,2,2.5,0.3,,,"2025-04-04 22:00",,0.2,19.4,47,1,121.449239,25.1645,10
林口,新北市,112,臭氧八小時,對敏感族群不健康,0.6,0.29,72,74,36,18,7,7.5,0.5,2.8,109,"2025-04-04 22:00",,0.2,20.1,45,0,121.36548982,25.07798949,9
菜寮,新北市,112,臭氧八小時,對敏感族群不健康,0.9,0.32,72,74,36,18,8,9.3,1.1,2.5,80,"2025-04-04 22:00",,0.3,20.9,44,0,121.481028,25.06895,8
新莊,新北市,104,臭氧八小時,對敏感族群不健康,0.8,0.27,70,72,35,18,6,7,0.4,3,72,"2025-04-04 22:00",,0.2,19.3,45,0,121.4325,25.037972,7
板橋,新北市,108,臭氧八小時,對敏感族群不健康,0.7,0.36,71,73,35,17,9,10.2,0.4,1.6,59,"2025-04-04 22:00",,0.3,19.2,45,0,121.458667,25.012972,6
土城,新北市,115,臭氧八小時,對敏感族群不健康,0.9,0.32,71,75,31,17,6,7.1,0.3,1.2,121,"2025-04-04 22:00",,0.2,19.9,45,0,121.451861,24.982528,5
新店,新北市,122,臭氧八小時,對敏感族群不健康,0.5,0.25,76,77,33,13,3,4,0.1,3.9,141,"2025-04-04 22:00",,0.2,17.7,43,0,121.537778,24.977222,4
萬里,新北市,115,臭氧八小時,對敏感族群不健康,1,0.26,78,75,42,17,6,6.9,0.6,2.8,203,"2025-04-04 22:00",,0.2,18.6,51,2,121.689881,25.179667,3
汐止,新北市,118,臭氧八小時,對敏感族群不健康,0.5,0.25,73,76,38,15,6,7.3,0.4,1.1,328,"2025-04-04 22:00",,0.2,18.8,45,0,121.64081,25.06624,2
基隆,基隆市,129,臭氧八小時,對敏感族群不健康,1.9,0.24,83,79,44,21,4,4.5,0.4,2,249,"2025-04-04 22:00",,0.2,19,43,1,121.760056,25.129167,1
屏東(枋山),屏東縣,118,臭氧八小時,對敏感族群不健康,0.3,0.16,76,76,47,16,2,2,0,6.1,87,"2025-04-04 21:00",,0.1,15.2,47,0,120.651472,22.260899,313
臺南（南化）,臺南市,93,臭氧八小時,普通,0.5,0.21,52,68,44,22,3,3.6,0.2,1.3,191,"2025-04-04 21:00",,0.2,20.7,42,0,120.44583156,23.04562013,312
新北（樹林）,新北市,69,細懸浮微粒,普通,0.2,0.33,38,41,36,15,10,12.7,2.1,0.1,191,"2025-04-04 21:00",,0.3,19,44,0,121.38352778,24.94902778,311
台中市（和平區消防隊）,臺中市,100,臭氧八小時,普通,0.3,0.33,44,70,36,18,5,6.4,0.5,0.2,7,"2025-04-04 21:00",,0.4,24.6,43,0,120.883858,24.174592,310
屏東（琉球）,屏東縣,74,臭氧八小時,普通,0.9,0.2,69,62,38,17,3,4.2,0.7,1.7,75,"2025-04-04 21:00",,0.2,17.6,35,1,120.37722,22.35222,204
臺南（麻豆）,臺南市,90,臭氧八小時,普通,1.2,0.24,60,67,58,21,6,7.6,0.7,0.9,345,"2025-04-04 21:00",,0.2,20.7,57,1,120.24583056,23.17904722,203
高雄（湖內）,高雄市,78,懸浮微粒,普通,1.7,0.3,51,61,56,16,7,8.4,1.4,0.7,247,"2025-04-04 21:00",,0.2,17.1,55,1,120.24535,22.87985556,202
宜蘭（頭城）,宜蘭縣,129,臭氧八小時,對敏感族群不健康,0.7,0.21,78,79,54,15,1,2.1,0.3,2.8,194,"2025-04-04 21:00",,0.2,17.6,58,0,121.82463916,24.85366672,201
員林,彰化縣,101,臭氧八小時,對敏感族群不健康,1.3,0.42,48,71,74,32,10,11.4,1.2,1.5,165,"2025-04-04 21:00",,0.3,28.3,65,1,120.5631893,23.9615945,139
大城,彰化縣,146,臭氧八小時,對敏感族群不健康,1.2,0.21,60,84,47,25,1,1.4,0,0.3,191,"2025-04-04 21:00",,0.2,24,50,1,120.26964167,23.85493056,85
富貴角,新北市,136,臭氧八小時,對敏感族群不健康,0.5,0.2,83,81,42,19,2,2,0,6.9,95,"2025-04-04 21:00",,0.2,26.2,45,0,121.53656894,25.29681695,84
麥寮,雲林縣,104,臭氧八小時,對敏感族群不健康,1.2,0.35,61,72,68,28,7,8.3,0.8,0.9,205,"2025-04-04 21:00",,0.2,28.2,63,1,120.251825,23.753506,83
關山,臺東縣,100,臭氧八小時,普通,0.4,0.21,63,70,25,18,2,3.5,0.5,1.3,22,"2025-04-04 21:00",,0.2,15.5,36,0,121.161933,23.045083,80
馬公,澎湖縣,126,臭氧八小時,對敏感族群不健康,1.1,0.32,81,78,52,27,4,5,0.3,1.9,24,"2025-04-04 21:00",,0.2,23,50,1,119.566158,23.569031,78
金門,金門縣,136,臭氧八小時,對敏感族群不健康,2.5,0.39,72,81,76,47,7,7.9,0.3,1.2,33,"2025-04-04 21:00",,0.3,31.2,59,2,118.312256,24.432133,77
馬祖,連江縣,118,臭氧八小時,對敏感族群不健康,1,0.2,73,76,45,22,5,5.8,0.5,4.1,338,"2025-04-04 21:00",,0.2,21.7,47,1,119.952724,26.153736,75
埔里,南投縣,102,細懸浮微粒,對敏感族群不健康,1.6,0.38,44,62,57,33,6,7.7,1,0.3,276,"2025-04-04 21:00",,0.3,31.1,53,1,120.967903,23.968842,72
復興,高雄市,74,臭氧八小時,普通,0.7,0.32,61,62,47,19,8,9.2,0.4,0.8,274,"2025-04-04 21:00",,0.2,19.5,48,1,120.312017,22.608711,71
永和,新北市,115,臭氧八小時,對敏感族群不健康,1,0.29,74,75,40,19,6,7.5,1,1.9,95,"2025-04-04 21:00",,0.2,22.2,45,0,121.516306,25.017,70
竹山,南投縣,90,臭氧八小時,普通,1.6,0.28,41,67,47,22,9,10.9,1,1.2,155,"2025-04-04 21:00",,0.2,25,52,1,120.677306,23.756389,69
中壢,桃園市,81,細懸浮微粒,普通,1.3,0.94,36,46,47,27,35,45.5,9.6,0.5,283,"2025-04-04 21:00",,0.7,23.6,51,1,121.221667,24.953278,68
三重,新北市,81,細懸浮微粒,普通,0.7,0.69,48,47,41,28,34,47.4,12.6,-,-,"2025-04-04 21:00",,0.6,23.3,51,0,121.493806,25.072611,67
冬山,宜蘭縣,122,臭氧八小時,對敏感族群不健康,0.9,0.24,77,77,27,16,2,2.6,0.4,4.4,154,"2025-04-04 21:00",,0.2,18.5,47,1,121.792928,24.632203,66
宜蘭,宜蘭縣,122,臭氧八小時,對敏感族群不健康,1,0.31,73,77,37,22,5,6.3,0.6,2.6,147,"2025-04-04 21:00",,0.2,20,48,1,121.746394,24.747917,65
陽明,臺北市,115,臭氧八小時,對敏感族群不健康,0.9,0.23,79,75,28,15,1,2.3,0.4,3.6,190,"2025-04-04 21:00",,0.2,16.3,37,1,121.529583,25.182722,64
花蓮,花蓮縣,112,臭氧八小時,對敏感族群不健康,0.7,0.29,70,74,45,15,4,5.2,0.7,2,239,"2025-04-04 21:00",,0.3,16.4,50,0,121.599769,23.971306,63
臺東,臺東縣,101,臭氧八小時,對敏感族群不健康,0.6,0.26,67,71,42,13,6,7.1,0.7,2.1,317,"2025-04-04 21:00",,0.2,14.9,46,0,121.15045,22.755358,62
恆春,屏東縣,115,臭氧八小時,對敏感族群不健康,1,0.21,74,75,38,13,0,0.9,0.5,6.8,43,"2025-04-04 21:00",,0.2,13,38,1,120.788928,21.958069,61
潮州,屏東縣,84,懸浮微粒,普通,0.7,0.23,45,59,51,20,6,7.4,0.6,1,93,"2025-04-04 21:00",,0.2,21.6,61,1,120.561175,22.523108,60
屏東,屏東縣,97,臭氧八小時,普通,1,0.3,59,69,58,24,8,8.7,0.3,1.3,22,"2025-04-04 21:00",,0.3,20.1,52,1,120.488033,22.673081,59
小港,高雄市,68,細懸浮微粒,普通,1.1,0.29,59,57,44,17,8,9.2,0.7,0.6,59,"2025-04-04 21:00",,0.2,18.7,43,2,120.337736,22.565833,58
前鎮,高雄市,72,懸浮微粒,普通,0.8,0.3,63,61,53,17,8,8.7,0.2,1.9,15,"2025-04-04 21:00",,0.2,18.3,50,1,120.30833356,22.6044507,57
前金,高雄市,80,臭氧八小時,普通,0.7,0.26,63,64,54,18,7,8.4,1,2,352,"2025-04-04 21:00",,0.2,18.2,51,1,120.28676111,22.63390278,56
左營,高雄市,90,臭氧八小時,普通,0.9,0.28,62,67,50,21,8,9.3,0.7,1.8,5,"2025-04-04 21:00",,0.2,18.4,46,1,120.292917,22.674861,54
楠梓,高雄市,87,臭氧八小時,普通,1.3,0.31,57,66,62,21,9,9.4,0.4,1.7,28,"2025-04-04 21:00",,0.2,19.6,52,1,120.328289,22.733667,53
林園,高雄市,69,細懸浮微粒,普通,0.3,0.24,61,58,45,17,4,4.5,0.4,1,60,"2025-04-04 21:00",,0.2,18.9,42,1,120.41175,22.4795,52
大寮,高雄市,69,懸浮微粒,普通,0.4,0.28,49,56,44,19,6,6.8,0.4,0.5,256,"2025-04-04 21:00",,0.2,18.7,47,2,120.425311,22.56413611,51
鳳山,高雄市,79,細懸浮微粒,普通,1.2,0.42,59,59,51,24,10,11.3,0.7,0.3,251,"2025-04-04 21:00",,0.4,22.9,47,1,120.357422,22.628126,50
仁武,高雄市,97,臭氧八小時,普通,0.2,0.32,62,69,57,21,10,10.8,0.7,2,335,"2025-04-04 21:00",,0.2,17.9,48,0,120.332631,22.689056,49
橋頭,高雄市,93,臭氧八小時,普通,1.3,0.34,57,68,64,30,9,10.4,0.5,1.8,17,"2025-04-04 21:00",,0.2,22.5,53,1,120.305689,22.757506,48
美濃,高雄市,101,臭氧八小時,對敏感族群不健康,0.9,0.25,56,71,24,15,4,5,0.5,1.1,102,"2025-04-04 21:00",,0.2,19.7,39,1,120.530542,22.883583,47
臺南,臺南市,101,臭氧八小時,對敏感族群不健康,0.7,0.26,65,71,57,18,7,8.2,0.3,1.6,7,"2025-04-04 21:00",,0.2,19.7,53,1,120.21947897,22.98928311,46
安南,臺南市,104,臭氧八小時,對敏感族群不健康,0.3,0.27,62,72,55,24,3,4.6,0.7,0.9,310,"2025-04-04 21:00",,0.2,23.1,54,0,120.2175,23.048197,45
善化,臺南市,93,臭氧八小時,普通,1.3,0.22,59,68,52,21,5,6.2,0.5,0.8,312,"2025-04-04 21:00",,0.2,21.3,51,1,120.29740529,23.11337642,44
新營,臺南市,93,臭氧八小時,普通,0.9,0.33,58,68,61,24,7,8.7,0.9,0.9,327,"2025-04-04 21:00",,0.2,20.8,54,0,120.31725,23.305633,43
嘉義,嘉義市,80,臭氧八小時,普通,2.3,0.36,52,64,60,24,10,10.9,0.4,0.4,228,"2025-04-04 21:00",,0.2,22.2,53,1,120.44125148,23.46477865,42
臺西,雲林縣,108,臭氧八小時,對敏感族群不健康,1.2,0.3,66,73,90,43,5,5.7,0.2,0.4,220,"2025-04-04 21:00",,0.2,26.9,65,1,120.19933333,23.702175,41
朴子,嘉義縣,101,臭氧八小時,對敏感族群不健康,0.9,0.22,64,71,57,27,5,5.1,0.1,0.3,287,"2025-04-04 21:00",,0.1,23.3,55,0,120.2478,23.46538,40
新港,嘉義縣,97,臭氧八小時,普通,2.9,0.31,63,69,63,24,5,5.8,0,0.3,227,"2025-04-04 21:00",,0.2,23,56,2,120.345531,23.554839,39
崙背,雲林縣,104,臭氧八小時,對敏感族群不健康,0.8,0.28,54,72,102,28,4,5.4,0.8,0.2,239,"2025-04-04 21:00",,0.2,29.2,74,1,120.348742,23.757547,38
斗六,雲林縣,104,臭氧八小時,對敏感族群不健康,1.4,0.38,50,72,61,28,9,9.2,0,0.8,181,"2025-04-04 21:00",,0.2,24.7,55,1,120.544994,23.711853,37
南投,南投縣,84,細懸浮微粒,普通,1.3,0.35,34,65,54,25,11,11.8,0.1,1.2,158,"2025-04-04 21:00",,0.2,24.6,53,1,120.685306,23.913,36
二林,彰化縣,122,臭氧八小時,對敏感族群不健康,2.3,0.29,58,77,69,29,4,4.9,0.3,1.2,250,"2025-04-04 21:00",,0.2,29,68,3,120.409653,23.925175,35
線西,彰化縣,143,臭氧八小時,對敏感族群不健康,1.9,0.27,73,83,61,24,5,6.1,0.5,1.9,227,"2025-04-04 21:00",,0.3,24,57,2,120.469061,24.131672,34
彰化,彰化縣,86,細懸浮微粒,普通,1.6,0.45,38,63,63,25,12,13.5,0.9,0.7,191,"2025-04-04 21:00",,0.3,25.2,57,1,120.541519,24.066,33
西屯,臺中市,91,懸浮微粒,普通,2.3,0.41,48,65,71,22,15,16.9,1.2,1.7,207,"2025-04-04 21:00",,0.3,26.8,67,2,120.616917,24.162197,32
忠明,臺中市,90,細懸浮微粒,普通,2.4,0.52,40,60,70,30,18,19.9,1.1,0.9,195,"2025-04-04 21:00",,0.3,26.6,63,2,120.641092,24.151958,31
大里,臺中市,91,細懸浮微粒,普通,0.9,0.47,32,61,60,30,19,20.7,0.8,0.7,135,"2025-04-04 21:00",,0.3,27.2,59,1,120.67844444,24.09961111,30
沙鹿,臺中市,96,細懸浮微粒,普通,1.2,0.69,40,64,70,32,23,24.1,0.6,1,185,"2025-04-04 21:00",,0.4,28.8,66,2,120.568794,24.225628,29
豐原,臺中市,100,臭氧八小時,普通,2.3,0.33,48,70,48,25,8,8.5,0.1,1.4,165,"2025-04-04 21:00",,0.3,29.7,53,2,120.74252414,24.25699731,28
